0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0
1.34605e-15,5.6893e-16,8.40921e-16,1.26787e-15,4.67234e-16,5.55302e-16,4.75796e-16,4.70967e-16,5.58835e-16,4.6872e-16,2.23968e-16,2.98765e-16
2.89644e-12,1.21751e-12,2.57331e-12,4.0073e-12,2.61229e-12,2.44912e-12,2.47148e-12,1.37651e-12,3.13915e-12,2.63391e-12,1.35715e-12,1.62634e-12
1.34837e-09,5.68629e-10,6.59098e-11,4.02342e-10,3.9189e-10,3.23355e-10,2.37613e-10,1.19156e-10,2.17403e-10,1.62099e-10,1.54899e-10,9.16443e-11
4.20104e-08,3.60457e-08,2.96599e-08,2.40599e-08,1.83461e-08,1.33135e-08,9.09626e-09,5.53091e-09,3.08243e-09,1.94689e-09,8.3814e-10,1.10681e-09
2.36543e-07,2.40912e-07,2.22397e-07,1.9665e-07,1.81992e-07,1.65934e-07,1.4609e-07,1.28015e-07,1.03308e-07,8.17656e-08,6.14988e-08,5.33904e-08
1.22789e-06,1.69378e-06,1.3532e-06,1.43459e-06,1.31411e-06,2.26386e-06,2.51591e-06,1.63657e-06,1.89573e-06,1.56379e-06,1.61302e-06,1.00975e-06
1.64976e-06,1.99019e-06,1.48968e-06,1.29535e-06,1.67967e-06,1.29823e-06,1.6202e-06,1.06389e-06,1.86622e-06,1.76691e-06,2.3416e-06,2.22842e-06
1.27444e-06,1.08745e-06,1.52749e-06,1.88184e-06,1.60357e-06,1.00151e-06,1.86353e-06,1.45063e-06,6.84735e-07,1.56431e-06,1.90619e-06,2.10311e-06
1.22635e-06,1.68046e-06,2.19978e-06,1.82442e-06,2.11956e-06,1.83287e-06,1.16331e-06,1.65726e-06,1.52957e-06,1.57112e-06,1.79802e-06,1.54387e-06
1.38681e-06,1.24674e-06,1.72535e-06,1.21846e-06,1.45408e-06,1.4754e-06,1.77379e-06,1.974e-06,1.68265e-06,1.14401e-06,1.56398e-06,2.60454e-06
1.89128e-06,1.89686e-06,1.71892e-06,1.85727e-06,2.33007e-06,1.60688e-06,1.38894e-06,1.51251e-06,1.6564e-06,1.96865e-06,1.8099e-06,1.8314e-06
1.75951e-06,1.31952e-06,1.32871e-06,2.13907e-06,2.24081e-06,1.45491e-06,1.63272e-06,2.0754e-06,1.93988e-06,2.32955e-06,2.2234e-06,2.28101e-06
1.22129e-06,1.33715e-06,1.55302e-06,1.46736e-06,1.36123e-06,1.03376e-06,1.65378e-06,2.57526e-06,1.91994e-06,1.92902e-06,2.25323e-06,1.82419e-06
1.90541e-06,1.97933e-06,1.8157e-06,1.28994e-06,1.38507e-06,1.70751e-06,1.51853e-06,1.78814e-06,1.53556e-06,1.56658e-06,2.1668e-06,2.00447e-06
2.16335e-06,2.94558e-06,1.8818e-06,1.72678e-06,2.07005e-06,2.12145e-06,2.00358e-06,2.40332e-06,1.66882e-06,2.61058e-06,2.0874e-06,2.5725e-06
3.03935e-06,2.03929e-06,3.82868e-06,4.56045e-06,3.36275e-06,4.1832e-06,4.14643e-06,3.13144e-06,1.89675e-06,2.47694e-06,5.98439e-06,6.89876e-06
3.45467e-06,5.46699e-06,5.27699e-06,5.8891e-06,5.00529e-06,5.30533e-06,5.43726e-06,4.87983e-06,3.82738e-06,5.26248e-06,5.39616e-06,3.7438e-06
6.14966e-06,5.35177e-06,7.76274e-06,8.93128e-06,1.12419e-05,5.62126e-06,9.85644e-06,1.30807e-05,1.46884e-05,1.47979e-05,7.35144e-06,8.10313e-06
9.13539e-06,9.01157e-06,1.77851e-05,2.1003e-05,1.12232e-05,6.18736e-06,7.50123e-06,7.8804e-06,1.34359e-05,9.83942e-06,8.16699e-06,1.4243e-05
1.04925e-05,1.54905e-05,1.74833e-05,1.14634e-05,1.15188e-05,9.23197e-06,1.0514e-05,2.01823e-05,1.6411e-05,1.13989e-05,1.89484e-05,1.54171e-05
1.34044e-05,2.14421e-05,1.88566e-05,2.08454e-05,1.59372e-05,1.31934e-05,1.76118e-05,2.32013e-05,1.00518e-05,1.03205e-05,2.08188e-05,2.78659e-05
3.30154e-05,1.80675e-05,1.48433e-05,1.94422e-05,1.81461e-05,2.02426e-05,2.09696e-05,1.69958e-05,2.70306e-05,4.02752e-05,2.83259e-05,1.94399e-05
1.55722e-05,2.76704e-05,3.85356e-05,3.76014e-05,3.71732e-05,3.295e-05,2.37071e-05,3.82692e-05,3.6797e-05,2.46546e-05,3.36311e-05,3.00931e-05
4.18375e-05,3.09765e-05,3.39571e-05,2.53017e-05,2.02838e-05,3.40514e-05,2.86899e-05,3.60344e-05,2.79708e-05,2.88747e-05,2.6673e-05,2.73897e-05
3.81857e-05,3.67918e-05,2.90234e-05,4.79069e-05,3.816e-05,5.53328e-05,5.3989e-05,4.28089e-05,3.85663e-05,3.93224e-05,3.76142e-05,2.59843e-05
5.58554e-05,5.38287e-05,4.67127e-05,5.08746e-05,7.49491e-05,7.05463e-05,6.33799e-05,6.38237e-05,5.74347e-05,6.44383e-05,5.2806e-05,4.92558e-05
4.88166e-05,4.6755e-05,5.17927e-05,5.7545e-05,4.92455e-05,7.05361e-05,9.11684e-05,8.03437e-05,9.36964e-05,8.65898e-05,4.73819e-05,1.63544e-05
6.63544e-05,6.28914e-05,4.90228e-05,5.85984e-05,5.71413e-05,7.02891e-05,5.86825e-05,4.75399e-05,7.98173e-05,7.41898e-05,5.35283e-05,7.3135e-05
7.74773e-05,6.90705e-05,7.07674e-05,8.9644e-05,7.9582e-05,6.90819e-05,4.4432e-05,6.39232e-05,8.69451e-05,8.63382e-05,8.6177e-05,8.72769e-05
6.6174e-05,7.69349e-05,7.39049e-05,0.000106472,5.25536e-05,6.22599e-05,6.21727e-05,5.8817e-05,7.84257e-05,7.32511e-05,7.0297e-05,7.16983e-05
6.83705e-05,0.000103528,9.44455e-05,0.000123803,7.80331e-05,9.88034e-05,7.33626e-05,7.86464e-05,0.000112439,9.15852e-05,9.67897e-05,7.92278e-05
8.00825e-05,0.000106335,0.00013854,0.000108905,6.44914e-05,6.83349e-05,7.47087e-05,8.39484e-05,7.69629e-05,6.18193e-05,0.000113808,9.83515e-05
7.14841e-05,0.000115274,0.00011454,0.000137968,8.46226e-05,7.59099e-05,6.89065e-05,7.87828e-05,5.60396e-05,5.26894e-05,5.47458e-05,5.83379e-05
7.44675e-05,8.74684e-05,6.74014e-05,7.70071e-05,6.83491e-05,0.000124248,0.000131902,0.000120491,0.000144966,0.000101463,7.41647e-05,4.69273e-05
0.000102469,9.99423e-05,6.84564e-05,6.37625e-05,9.78049e-05,8.99972e-05,0.000126787,0.000128924,8.17778e-05,0.000129898,0.000159169,0.000120019
0.000168118,0.000135091,0.000100732,0.000120461,0.000101589,0.000110253,0.000139007,0.000137399,0.000165876,0.000109717,7.54508e-05,9.65989e-05
0.000110355,0.000155264,0.000154434,0.00012288,9.88086e-05,6.15053e-05,0.000133228,6.23365e-05,0.000117846,0.00010436,0.000102261,0.000112243
0.000123587,7.05702e-05,9.21977e-05,9.25409e-05,8.20191e-05,7.34879e-05,8.27833e-05,0.000109391,9.76874e-05,0.000110066,0.000145172,0.00017453
0.000145959,0.00022933,0.000128832,0.000135805,0.000155338,0.000147045,0.000108387,9.73418e-05,9.82449e-05,9.54307e-05,0.000112742,0.000175039
0.000136207,0.000151576,0.000137866,0.000111871,6.33831e-05,0.000141804,0.000164958,0.000121645,9.04399e-05,0.000186033,0.000115435,0.000164065
0.000135427,0.000147817,0.000172586,0.000182665,0.000122544,0.00011063,0.000127551,0.000177684,0.000184688,0.000183924,0.000163945,0.000143861
0.000107612,0.000124053,0.000180925,0.000179776,0.00017105,0.000155963,0.000217333,0.000155338,0.00012133,0.00013909,5.92656e-05,6.76696e-05
0.000124243,0.000131348,0.000114491,0.000102716,0.000170297,0.000133792,9.52316e-05,0.000128221,0.000177586,9.93212e-05,0.000133421,0.000101908
0.000162833,0.000205813,0.000103543,0.000105115,0.000126096,0.000151501,0.000193191,0.0001667,0.000222221,0.000207909,0.0001598,0.000108551
0.000148288,0.000184733,0.000116055,0.000112051,0.000118263,0.000157248,0.000132817,7.28838e-05,0.000104003,0.000152413,0.000140372,0.000119466
0.000226108,0.000163246,7.21393e-05,9.93765e-05,0.000191607,0.000162673,0.000219568,0.000216474,0.000222586,0.000279494,0.000215382,0.00019784
0.000179325,0.000131468,0.000137018,9.97322e-05,0.000149472,0.000119782,0.000139983,0.000196284,0.00019841,0.000194354,0.000237264,0.000260929
0.000250775,0.000194786,0.000132989,0.000196367,0.000141443,0.000126862,0.000141795,0.000205877,0.00030809,0.000212849,0.000142295,0.000284231
0.000250318,0.000158171,8.94959e-05,0.000104186,8.91984e-05,0.000241664,0.00020081,0.00024099,0.000272404,0.000102926,0.000145422,0.000250606
0.000238204,0.000235811,0.000124044,0.000103839,0.000144445,0.000203581,0.000253844,0.000152548,0.000181532,0.000191644,0.000238993,0.000138982
0.000233663,0.000346737,0.000175088,0.000150918,0.000249678,0.000192991,0.000137428,0.000136948,0.000196603,0.000207904,0.000130871,0.00018918
0.000261096,0.000248278,0.000183133,0.000258804,0.000216046,0.000122546,0.000137418,0.000167324,0.000260178,0.000303052,0.000167027,0.000194922
0.000417232,0.000294839,0.000239057,0.000140128,0.000234189,0.000238942,0.000272363,0.000257465,0.000176244,0.000211001,0.000169094,0.000390067
0.000205034,0.000209497,0.000177174,0.000202954,0.00023171,0.000166576,0.000280082,0.000445009,0.000269007,0.000241225,0.000184138,0.000133236
0.000295579,0.000256322,0.000204064,0.000303684,0.000392603,0.000197887,0.000127422,0.000216159,0.00022283,0.000466615,0.000421276,0.000293203
0.000254871,0.00031279,0.000244334,0.000187632,0.000274143,0.000252985,0.000226135,0.000283136,0.000328475,0.000175433,0.000158815,0.000323384
0.000163389,0.000304493,0.000402187,0.000342319,0.000183731,0.00024629,0.000252373,0.00033543,0.000459422,0.000627017,0.000494626,0.000310518
0.000328216,0.000179228,0.000286405,0.000317281,0.000277806,0.000350326,0.000400687,0.000186829,0.000330134,0.00031718,0.000323179,0.000449123
0.000261688,0.000222437,0.000274086,0.000182922,0.000237483,0.000196131,0.000241551,0.000446957,0.000311621,0.000272449,0.000225558,0.000347407
0.000391275,0.00018285,0.000314876,0.00033445,0.000240183,0.000216988,0.000146568,0.000105036,0.000252705,0.000199629,0.000324456,0.000585565
0.000225879,0.000318268,0.000240281,0.000158594,0.000198008,0.000299256,0.000380955,0.000276618,0.000424156,0.000313535,0.000480924,0.000443516
0.000389818,0.000242225,0.000159664,0.000222046,0.000361424,0.000350952,0.000279701,0.000361641,0.000351838,0.000305737,0.000224218,0.000325977
0.000242914,0.000233336,0.00033667,0.0001572,0.000251269,0.000122376,0.000193189,0.000253806,0.000440325,0.000292245,0.000441831,0.000393381
0.00022506,0.000262539,0.000288346,0.000231281,0.000118016,0.000355655,0.000431519,0.000394279,0.000411302,0.000397575,0.000413128,0.000343303
0.000384042,0.000295086,0.000289115,0.000316126,0.000335917,0.000302984,0.000282301,0.000333027,0.000286942,0.000288843,0.000224316,0.000370016
0.000491187,0.000305861,0.000554936,0.000454657,0.000278926,0.000289359,0.000379554,0.000362854,0.000326201,0.00030315,0.000306317,0.000475785
0.000340639,0.000635578,0.000493448,0.000358217,0.000288337,0.000392537,0.000338776,0.000352894,0.000382762,0.000599131,0.00050868,0.000435881
0.000237434,0.00033677,0.000368452,0.000377058,0.000348097,0.000394858,0.000403032,0.000353198,0.000406873,0.000455046,0.000514702,0.00034412
0.000270622,0.000543538,0.000525469,0.000582069,0.000529167,0.000475248,0.000333942,0.000426518,0.000481983,0.000464288,0.000488774,0.000262234
0.000393363,0.000306411,0.000505571,0.000556041,0.00032779,0.00039586,0.000361183,0.000659005,0.000587587,0.000405367,0.00023336,0.000285827
0.0004942,0.000502496,0.000319501,0.000325872,0.000356382,0.000400847,0.000490805,0.000493679,0.000433854,0.000212646,0.000385764,0.000383646
0.000401487,0.000394559,0.000412233,0.000276537,0.000523583,0.000384646,0.000451373,0.000585735,0.000357198,0.000574513,0.000570407,0.000389153
0.000182971,0.000455263,0.000500745,0.000541333,0.000423379,0.000256621,0.000314426,0.000378863,0.000397966,0.000527837,0.000450722,0.000490369
0.000539917,0.000410481,0.000391129,0.000360979,0.00043566,0.000291941,0.000343255,0.000467315,0.000547868,0.00063904,0.000230751,0.000366641
0.000563131,0.000637326,0.000666513,0.000659668,0.000325681,0.000474942,0.000503997,0.000433208,0.000487413,0.000472887,0.000371188,0.000414739
0.000517865,0.000532329,0.000488494,0.000427107,0.000572098,0.000511305,0.000360498,0.000359977,0.000461587,0.000418902,0.000573876,0.000465009
0.000272788,0.000336166,0.000401066,0.000343343,0.000364732,0.000390901,0.000499145,0.000672767,0.000472191,0.000450497,0.000347983,0.000544527
0.000292913,0.000486399,0.000410361,0.000238765,0.000458892,0.000410137,0.000370364,0.000579316,0.000485986,0.000274289,0.000423493,0.000392113
0.000394806,0.000388144,0.000670489,0.000670587,0.000461568,0.000524412,0.000873948,0.000724172,0.000395887,0.000248992,0.000355454,0.000471065
0.000767123,0.000551252,0.000253745,0.000449838,0.000411261,0.000584851,0.00077521,0.000679445,0.000434766,0.000532734,0.000568183,0.000860448
0.000563521,0.000588097,0.000386804,0.00022027,0.000412691,0.000576739,0.00072768,0.000378627,0.000552609,0.000739916,0.000533593,0.00059077
0.000638385,0.00068563,0.000654745,0.000358017,0.00035861,0.000557403,0.000509679,0.000369632,0.000359404,0.000455648,0.000540878,0.000808569
0.000691813,0.000567311,0.000382333,0.000534381,0.00070092,0.000425458,0.000573669,0.000598539,0.000597491,0.000414873,0.000426337,0.000598002
0.000265122,0.000455751,0.000663838,0.000652985,0.000376786,0.000438142,0.000470378,0.000380389,0.000628551,0.00064854,0.000673235,0.000536444
0.000540018,0.000351327,0.000498442,0.000358852,0.000462184,0.000685964,0.000649037,0.000355015,0.000364075,0.000603059,0.000762872,0.00075555
0.000495219,0.000925649,0.000984794,0.000849028,0.000617356,0.000584723,0.00063617,0.000373643,0.000911027,0.00106447,0.00122572,0.000741784
0.00105556,0.000848354,0.000772309,0.00059821,0.000903505,0.000666283,0.000426188,0.00049111,0.000516203,0.000280209,0.000658654,0.000988393
0.000416505,0.000505218,0.00055052,0.000281347,0.000370128,0.000443794,0.000452947,0.000756463,0.000341931,0.000512803,0.000357913,0.000715792
0.000495374,0.000643643,0.000821584,0.000761047,0.000580611,0.000573459,0.000381194,0.000836437,0.000502229,0.000593482,0.0006917,0.000642686
0.000270369,0.000479743,0.000756588,0.000811207,0.00067005,0.000682109,0.000678418,0.000556166,0.000685391,0.000344212,0.000640505,0.000700692
0.000565536,0.000594418,0.000573392,0.000500613,0.000654508,0.000776355,0.000451826,0.000641583,0.000978406,0.000848007,0.000457741,0.000440477
0.0005247,0.000852968,0.000901215,0.000769871,0.000503891,0.000517283,0.000688976,0.000809589,0.000461467,0.000665239,0.000719939,0.000459069
0.000995765,0.00117198,0.000860085,0.000676515,0.000897031,0.0007006,0.000816232,0.00113835,0.00104401,0.000946956,0.000882453,0.000639718
0.000638152,0.00103662,0.00061032,0.000490917,0.000858696,0.00077014,0.000864586,0.000773468,0.000777074,0.00081685,0.00136828,0.0015228
0.000610523,0.000682129,0.000886899,0.000911973,0.00085042,0.000606671,0.00079029,0.00111675,0.0010136,0.000881981,0.000572588,0.000938144
